  3331211,  1964481
  3837728,   477333
  3711132, -1088680
  2972019, -2475113
  1742379, -3453127
   225293, -3861175
 -1329353, -3632125
 -2663996, -2804031
 -3559427, -1513211
 -3867703,    27459
 -3537419,  1563597
 -2623998,  2841415
 -1277170,  3650334
   280414,  3857213
  1791434,  3427381
  3006986,  2431925
  3726366,  1035295
  3830702,  -532274
  3303001, -2012063
  2230249, -3159912
   789411, -3786326
  -781570, -3788183
 -2223864, -3164659
 -3299030, -2019121
 -3829869,  -540683
 -3728701,  1027749
 -3012427,  2425730
 -1799017,  3423528
  -288522,  3856816
  1269215,  3653166
  2617641,  2846897
  3533936,  1570653
  3867367,    35568
  3562461, -1505570
  2669533, -2798455
  1336310, -3629479
  -217542, -3861623
 -1735238, -3456482
 -2966986, -2481269
 -3709039, -1096326
 -3839016,   469301
 -3335720,  1957345
 -2281715,  3122829
  -851496,  3772475
   719294,  3799769
  2171389,  3200253
  3264973,  2072345
  3820216,   602906
  3744561,  -966825
  3051230, -2376754
  1854699, -3393802
   351304, -3851743
 -1209466, -3673836
 -2570820, -2889710
 -3508124, -1628839
 -3866297,   -99029
 -3586774,  1446817
 -2715286,  2753995
 -1395867,  3606763
   154002,  3864425
  1678398,  3484266
  2925888,  2529038
  3690438,  1156466
  3846113,  -406672
  3367151, -1902760
  2332235, -3085414
   912979, -3758585
  -657173, -3811522
 -2118970, -3235765
 -3231011, -2125951
 -3810054,  -665452
 -3760294,   905071
 -3090229,  2326102
 -1910063,  3363137
  -414831,  3845412
  1148976,  3692835
  2523056,  2931109
  3480470,  1685667
  3863899,   161980
  3609648, -1388136
  2759841, -2709525
  1454385, -3583811
   -91093, -3866761
 -1621461, -3511417
 -2884286, -2576832
 -3670991, -1217327
 -3852512,   343459
 -3397962,  1847362
 -2382576,  3046428
  -974344,  3742757
   594605,  3821470
  2065355,  3269782
  3195696,  2178287
  3798405,   727416
  3774256,  -843492
  3127353, -2275351
  1964572, -3331496
   477337, -3837975
 -1088739, -3711323
 -2474799, -2972347
 -3453060, -1742692
 -3861308,  -225507
 -3632444,  1328525
 -2804172,  2663595
 -1513261,  3559201
    27307,  3867308
  1563623,  3537250
  2841304,  2623635
  3650547,  1276985
  3857271,  -280671
  3427234, -1791922
  2432090, -3007152
  1035176, -3726338
  -532337, -3830946
